show_id,type,show_title,director,cast,release_year,rating,duration,genres,country,synopsis,show_newid,genres_merged,cumulative_top_10
s1185,Movie,The Yin Yang Master,Li Weiran,"Chen Kun, Zhou Xun, Qu Chuxiao, Shen Yue, William Chan Wai-ting, Wang Likun, Cici Wang",2021,TV-14,120 min,"Action & Adventure, International Movies",China,"A feud erupts between realms, and Yin Yang master Qing Ming teams up with disgraced guard Yuan Boya to vanquish a demonic threat as a conspiracy looms.",s_5655,"Action & Adventure, International Movies",
s1051,Movie,Ride or Die,Ryuichi Hiroki,"Kiko Mizuhara, Honami Sato, Yoko Maki, Anne Suzuki, Tetsushi Tanaka, Sara Minami, Yui Uemura, Shinya Niiro, Shunsuke Tanaka, Setsuko Karasuma",2021,TV-MA,143 min,"Dramas, International Movies, LGBTQ Movies",Japan,"Rei helps the woman she’s been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",s_5656,"Dramas, International Movies, LGBTQ Movies",
s1027,Movie,Barbie & Chelsea: The Lost Birthday,Cassi Simonds,"America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner",2021,TV-Y,60 min,Children & Family Movies,United States,"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back.",s_5657,Children & Family Movies,
80220679,TV Show,Fate: The Winx Saga,Brian Young,"Abigail Cowen, Hannah Van Der Westhuysen, Precious Mustapha",2021,TV-MA,2 Seasons,"TV Dramas ,Teen TV Shows ,Fantasy TV Shows",United Kingdom,"Determined to master their enchanting powers, a group of teens navigate rivalry, romance and supernatural studies at Alfea, a magical boarding school.",s_5658,"Fantasy TV Shows, Teen TV Shows, TV Dramas",3
81103133,TV Show,Saturday Morning All Star Hits!,"Kyle Mooney, Ben Jones",Kyle Mooney,2021,TV-14,1 Season,"Adult Animation ,TV Comedies ",United States,"Wildly irreverent and slightly disturbing, this adult animation, live-action hybrid celebrates the campy, Saturday-morning shows of the '80s and '90s.",s_5659,"TV Comedies, Adult Animation",
81080959,TV Show,Adventure Beast,"Mark Gravas, Bradley Trevor Greive","Bradley Trevor Greive, Danice Cabanela, Josh Zuckerman",2021,TV-MA,1 Season,"Adult Animation ,TV Comedies ,TV Action & Adventure ",United States,"A brave zoologist, his spunky niece and anxious assistant explore the world while saving wild beasts in this adult animated educational-comedy series.",s_5660,"TV Comedies, Adult Animation, TV Action & Adventure",
81039557,TV Show,Q-Force,Gabe Liedman,"Sean Hayes, Wanda Sykes, Laurie Metcalf",2021,TV-MA,1 Season,"Adult Animation ,TV Comedies ,TV Action & Adventure ",United States,"A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!",s_5661,"TV Comedies, Adult Animation, TV Action & Adventure",
81036936,TV Show,The Innocent,Harlan Coben,"Mario Casas, Alexandra Jiménez, Aura Garrido",2021,TV-MA,1 Season,"TV Dramas ,TV Shows Based on Books ,Crime TV Shows ,TV Thrillers",Spain,"An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare.",s_5662,"TV Shows Based on Books, TV Thrillers, TV Dramas, Crime TV Shows",
81304528,TV Show,Tear Along the Dotted Line,Zerocalcare,"Zerocalcare, Valerio Mastandrea, Paolo Vivio",2021,TV-14,1 Season,"Adult Animation ,TV Comedies ,TV Shows Based on Comics",Italy,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,s_5663,"TV Comedies, TV Shows Based on Comics, Adult Animation",
81067223,TV Show,Chicago Party Aunt,"Chris Witaske, Jon Barinholtz, Katie Rich","Lauren Ash, Rory O'Malley, RuPaul Charles",2021,TV-MA,2 Seasons,"Adult Animation ,TV Comedies ",United States,Chicago Party Aunt Diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.,s_5664,"TV Comedies, Adult Animation",
s10,Movie,The Starling,Theodore Melfi,"Melissa McCarthy, Chris O'Dowd, Kevin Kline, Timothy Olyphant, Daveed Diggs, Skyler Gisondo, Laura Harrier, Rosalind Chao, Kimberly Quinn, Loretta Devine, Ravi Kapoor",2021,PG-13,104 min,"Comedies, Dramas",United States,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,s_5665,"Dramas, Comedies",2
s9,TV Show,The Great British Baking Show,Andy Devonshire,"Mel Giedroyc, Sue Perkins, Mary Berry, Paul Hollywood",2021,TV-14,9 Seasons,"British TV Shows, Reality TV",United Kingdom,"A talented batch of amateur bakers face off in a 10-week competition, whipping up their best dishes in the hopes of being named the U.K.'s best.",s_5666,"Reality TV, British TV Shows",5
s1038,Movie,Tuesdays & Fridays,Taranveer Singh,"Anmol Thakeria Dhillon, Jhataleka, Niki Walia, Kamini Khanna, Zoa Morani, Nayan Shukla, Eklavyey Kashyap, Reem Shaikh",2021,TV-14,106 min,"Comedies, Dramas, International Movies",India,"To avoid the burden of commitment, a young lawyer and a writer agree to be romantic partners only two days a week. That won’t get complicated — right?",s_5667,"Dramas, Comedies, International Movies",
81435684,TV Show,Arcane,"Christian Linke, Alex Yee","Hailee Steinfeld, Katie Leung, Kevin Alejandro",2021,TV-14,1 Season,"Adult Animation ,TV Action & Adventure ,Fantasy TV Shows",United States,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",s_5668,"Fantasy TV Shows, Adult Animation, TV Action & Adventure",2
s960,Movie,The Disciple,Chaitanya Tamhane,"Aditya Modak, Arun Dravid, Sumitra Bhave, Deepika Bhide Bhagwat, Kiran Yadnyopavit, Abhishek Kale, Neela Khedkar, Makarand Mukund, Kristy Banerjee, Prasad Vanarse",2021,TV-MA,128 min,"Dramas, Independent Movies, International Movies",India,"Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive.",s_5669,"Dramas, International Movies, Independent Movies",
s967,Movie,Get the Grift,Pedro Antonio,"Marcus Majella, Samantha Schmütz, Caito Mainier, Pedroca Monteiro, Thelmo Fernandes, Zeca Carvalho, Pablo Sanabio, Luan Caruzo",2021,TV-MA,95 min,"Comedies, International Movies",Brazil,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",s_5670,"Comedies, International Movies",
s984,Movie,Heroes: Silence and Rock & Roll,Alexis Morante,"Enrique Bunbury, Juan Valdivia, Joaquín Cardiel, Pedro Andreu",2021,TV-MA,95 min,"Documentaries, International Movies, Music & Musicals",Spain,"An exploration of the rise of Héroes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound.",s_5671,"International Movies, Documentaries, Music & Musicals",
s989,TV Show,Let's Fight Ghost,Kongkiat Khomsiri,"Suppapong Udomkaewkanjana, Patchanan Jiajirachote, Thongpoom Siripipat, Apiwit Reardon, Kornrawich Sungkitbool, Waratthaya Wongchayaporn, Wannasak Sirilar",2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Thailand,"A med student with a supernatural gift tries to cash in on his abilities by facing off against ghosts, till a wandering spirit brings romance instead.",s_5672,"TV Comedies, Romantic TV Shows, International TV Shows",
s997,Movie,HOMUNCULUS,Takashi Shimizu,"Go Ayano, Ryo Narita, Yukino Kishii, Anna Ishii, Seiyo Uchino",2021,TV-MA,116 min,"Horror Movies, International Movies, Thrillers",Japan,Truth and illusion blurs when a homeless amnesiac awakens from an experimental medical procedure with the ability to see people's innermost traumas.,s_5673,"International Movies, Thrillers, Horror Movies",
s1000,Movie,Stowaway,Joe Penna,"Anna Kendrick, Toni Collette, Daniel Dae Kim, Shamier Anderson",2021,TV-MA,116 min,"Dramas, International Movies, Thrillers","Germany, United States",A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,s_5674,"Dramas, International Movies, Thrillers",
s1003,Movie,Tell Me When,Gerardo Gatica,"Jesús Zavala, Ximena Romo, Verónica Castro, José Carlos Ruiz, Gabriel Nuncio, Rosa María Bianchi, Héctor Bonilla, Andrés Almeida",2021,TV-MA,97 min,"Comedies, International Movies",Mexico,Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.,s_5675,"Comedies, International Movies",
s1024,Movie,Ajeeb Daastaans,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrat Bharucha, Abhishek Banerjee, Inayat Verma, Konkona Sen Sharma, Aditi Rao Hydari, Shefali Shah, Manav Kaul, Tota Roy Chowdhury",2021,TV-MA,142 min,"Dramas, Independent Movies, International Movies",India,Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,s_5676,"Dramas, International Movies, Independent Movies",
s1025,Movie,Arlo the Alligator Boy,Ryan Crego,"Michael J. Woodard, Mary Lambert, Brett Gelman, Jonathan Van Ness, Tony Hale, Haley Tju, Annie Potts, Vincent Rodriguez III, Flea, Jennifer Coolidge",2021,TV-Y7,93 min,"Children & Family Movies, Comedies, Music & Musicals",United States,"To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure.",s_5677,"Comedies, Music & Musicals, Children & Family Movies",
80995819,TV Show,Inside Job,Shion Takeuchi,"Lizzy Caplan, Christian Slater, Clark Duke",2021,TV-MA,2 Seasons,"Adult Animation ,TV Comedies ",United States,Lizard people? Real. The moon landing? Fake. Managing the world's conspiracies is a full-time job for an awkward genius and her dysfunctional co-workers.,s_5678,"TV Comedies, Adult Animation",1
81329721,TV Show,Scaredy Cats,Anna McRoberts,"Sophia Reid-Gantzert, Daphne Hoskins, Ava Augustin",2021,TV-G,1 Season,"Kids' TV ,Family Watch Together TV ,TV Comedies ,Fantasy TV Shows",Canada,"On her 12th birthday, Willa Ward receives a purr-fect gift that unlocks a world of witchcraft, talking animals and so much more with her best friends.",s_5679,"Kids' TV, Family Watch Together TV, TV Comedies, Fantasy TV Shows",
s1188,Movie,Deadly Illusions,Anna Elizabeth James,"Kristin Davis, Dermot Mulroney, Greer Grammer, Shanola Hampton, Marie Wagenman, Shylo Molina, Abella Bala, Shaun Wu",2021,R,115 min,Thrillers,United States,"After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur.",s_5680,Thrillers,
s1190,Movie,Nate Bargatze: The Greatest Average American,Troy Miller,Nate Bargatze,2021,TV-G,60 min,Stand-Up Comedy,United States,"Nate Bargatze touches on Zoom comedy shows, losing his phone, hotel breakfast fails, animal caddies, new math and much more in this special.",s_5681,Stand-Up Comedy,
s1279,Movie,Brian Regan: On the Rocks,Troy Miller,Brian Regan,2021,TV-G,58 min,Stand-Up Comedy,United States,"Brian Regan tackles the big issues weighing on him, including aging, time, obsessive behavior, backpacks on airplanes, ungrateful horses and raisins.",s_5682,Stand-Up Comedy,
s1282,Movie,Red,Tirumala Kishore,"Ram Pothineni, Nivetha Pethuraj, Malvika Sharma, Amritha Aiyer, Sampath Raj",2021,TV-14,143 min,"Dramas, International Movies",India,"A murder investigation leads police to a photo of a suspect, but when two men are found with faces that match the picture, the case gets doubly tricky.",s_5683,"Dramas, International Movies",
s1379,Movie,Penguin Bloom,Glendyn Ivin,"Naomi Watts, Andrew Lincoln, Jacki Weaver, Griffin Murray-Johnston, Rachel House, Leeanna Walsman, Lisa Hensley, Felix Cameron, Abe Clifford-Barr",2021,TV-14,95 min,"Children & Family Movies, Dramas","Australia, United States","As a mom copes with the aftermath of a harrowing accident, she finds inspiration from an injured magpie taken in by her family. Based on a true story.",s_5684,"Dramas, Children & Family Movies",
s1291,Movie,I Care a Lot,J Blakeson,"Rosamund Pike, Peter Dinklage, Eiza González, Dianne Wiest, Chris Messina, Isiah Whitlock Jr., Macon Blair, Alicia Witt, Damian Young",2021,R,118 min,"Comedies, LGBTQ Movies, Thrillers","United Kingdom, United States",A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,s_5685,"LGBTQ Movies, Comedies, Thrillers",
s1375,Movie,Accomplice,Jeremy Grant,"Kurt Sorge, Tom Van Steenbergen, Cameron Zink, Graham Agassiz, Tyler McCaul, Cameron McCaul, Ethan Nell, Hannah Bergemann, Carson Storch, Brandon Semenuk, Veronique Sandler, Nico Vink, Garett Buehler, Jaxson Riddle, Andreu Lacondeguy, Paul Genovese, Paul Basagoitia",2021,TV-14,52 min,"Documentaries, International Movies, Sports Movies",United States,Traverse the globe with the world's top riders as they pedal through rugged terrain and majestic locations in this visual homage to the bicycle.,s_5686,"Sports Movies, International Movies, Documentaries",
s1373,Movie,June & Kopi,Noviandra Santosa,"Acha Septriasa, Ryan Delon, Makayla Rose Hilli, TJ",2021,TV-PG,90 min,"Children & Family Movies, Dramas, International Movies",Indonesia,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home.",s_5687,"Dramas, International Movies, Children & Family Movies",
s1294,TV Show,Pitta Kathalu,"Tharun Bhascker Dhaassyam, B. V. Nandini Reddy, Nag Ashwin, Sankalp Reddy","Manchu Lakshmi, Saanve Megghana, Naveen Kumar, Jagapathi Babu, Amala Paul, Aswin Kakamanu, Shruthi Haasan, Sanjith Hegde, Sangeeth Shoban, Anish Kuruvilla, Uko, Dayanand Reddy, Thanmayi, Satya Dev, Eesha Rebba, Srinivas Avasarala, Ashima Narwal",2021,TV-MA,1 Season,"International TV Shows, TV Dramas",India,"From secrets and lies to jealousy and control, four stories in this anthology film explore the darker, deceptive sides of love.",s_5688,"TV Dramas, International TV Shows",
s1371,Movie,The Dig,Simon Stone,"Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn, Ben Chaplin, Ken Stott",2021,PG-13,113 min,"Dramas, International Movies",United Kingdom,"On the eve of World War II, a British widow hires a self-taught archaeologist to dig up mysterious formations on her land, leading to a staggering find.",s_5689,"Dramas, International Movies",
s1370,Movie,Finding ‘Ohana,Jude Weng,"Kea Peahu, Alex Aiono, Lindsay Watson, Owen Vaccaro, Kelly Hu, Branscombe Richmond, Ke Huy Quan, Brad Kalilimoku, Chris Parnell, Marc Evan Jackson, Ricky Garcia",2021,PG,123 min,"Children & Family Movies, Comedies",United States,"In Oʻahu for the summer, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure.",s_5690,"Comedies, Children & Family Movies",
s1389,Movie,The White Tiger,Ramin Bahrani,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Mahesh Manjrekar, Vijay Maurya",2021,R,127 min,Dramas,"India, United States",The ambitious driver for a rich Indian family uses his wit and cunning to escape from poverty and become an entrepreneur. Based on the bestselling novel.,s_5691,Dramas,
s1305,Movie,Animals on the Loose: A You vs. Wild Movie,Ben Simms,Bear Grylls,2021,TV-PG,139 min,Children & Family Movies,United States,"When wild animals escape from a sanctuary, Bear Grylls — and you — must pursue them and secure their protective habitat. An interactive special.",s_5692,Children & Family Movies,
s1312,Movie,Namaste Wahala,Hamisha Daryani Ahuja,"Ini Dima-Okojie, Ruslaan Mumtaz, Richard Mofe-Damijo, Joke Silva, Sujata Sehgal, Koye Kekere Ekun, Hamisha Daryani Ahuja, Anee Icha, Ibrahim Suleiman, Osas Ighodaro, Broda Shaggi",2021,TV-14,107 min,"Comedies, Dramas, International Movies",Nigeria,An interracial romance hits humorous and heart-wrenching hiccups as the couple's parents fight tooth and nail against their relationship.,s_5693,"Dramas, Comedies, International Movies",
s1316,Movie,Hate by Dani Rovira,Mario Briongos,Dani Rovira,2021,TV-MA,83 min,Stand-Up Comedy,Spain,"From his hometown of Málaga, Dani Rovira reflects on human beings’ nonsensical hatred in this hilarious and unfiltered comedy special.",s_5694,Stand-Up Comedy,
s1319,Movie,To All The Boys: Always And Forever,Michael Fimognari,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Ross Butler, Madeleine Arthur, Emilija Baranac, Trezzo Mahoro, Sarayu Blue, John Corbett, Kelcey Mawema, Sofia Black-D'Elia, Henry Thomas",2021,TV-14,116 min,"Comedies, Romantic Movies",United States,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,s_5695,"Comedies, Romantic Movies",
s1320,Movie,Xico's Journey,Eric D. Cabello Díaz,"Verónica Alva, Pablo Gama Iturrarán “Mago Gamini”, Luis Ángel Jaramillo, Lila Downs, Elena Poniatowska, Verónica Castro, Enrique Guzmán, Alex Lora, Marco Antonio Solís, Víctor Trujillo",2021,TV-Y7,87 min,Children & Family Movies,Mexico,"A girl, a dog and her best pal set out to save a mountain from a gold-hungry corporation. But the key lies closer to home, with her sidekick pup, Xico.",s_5696,Children & Family Movies,
s1326,Movie,Red Dot,Alain Darborg,"Nanna Blondell, Anastasios Soulis, Thomas Hanzon, Johannes Kuhnke, Tomas Bergström, Kalled Mustonen, Anna Azcárate",2021,TV-MA,86 min,"International Movies, Thrillers",Sweden,"Trying to rekindle their marriage and with a child on the way, a young couple on a ski trip suddenly finds themselves stalked by remorseless killers.",s_5697,"International Movies, Thrillers",
s1327,Movie,Squared Love,Filip Zylber,"Adrianna Chlebicka, Mateusz Banasiuk, Agnieszka Żulewska, Krzysztof Czeczot, Mirosław Baka, Tomasz Karolak, Bartłomiej Kotschedoff, Jacek Knap, Anna Smołowik, Helena Mazur, Sebastian Stankiewicz",2021,TV-14,102 min,"Comedies, International Movies, Romantic Movies",Poland,A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,s_5698,"Comedies, Romantic Movies, International Movies",
s1330,Movie,The Misadventures of Hedi and Cokeman,Julien Royal,"Hedi Bouchenafa, Nassim Lyes, Fred Testot, Julie Ferrier, Benjamin Tranié, Hugues Jourdain, Charlotte Gabris, Vincent Desagnat, Nina Kepekian, Hakim Jemili, Bun-hay Mean",2021,TV-MA,99 min,"Comedies, International Movies",France,"In Paris, two dysfunctional dealers use family ties to try to boost their small drug business in this crass comedy based on the webseries.",s_5699,"Comedies, International Movies",
s1346,Movie,The Yin-Yang Master: Dream Of Eternity,Guo Jingming,"Mark Chao, Deng Lun, Wang Ziwen, Jessie Li, Wang Duo, Sun Chenjun, Xu Kaicheng, Jasper, Ju Xiaowen",2021,TV-14,133 min,"Action & Adventure, International Movies",China,"When a demonic serpent reawakens, the Yin-Yang Masters must solve a murder mystery and protect their realms from a dark conspiracy at the royal court.",s_5700,"Action & Adventure, International Movies",
s1343,Movie,Space Sweepers,Jo Sung-hee,"Song Joong-ki, Kim Tae-ri, Jin Sun-kyu, Yoo Hai-jin, Richard Armitage, Park Ye-rin",2021,TV-MA,138 min,"Action & Adventure, Dramas, International Movies",South Korea,"Chasing after space debris and faraway dreams in year 2092, four misfits unearth explosive secrets during the attempted trade of a wide-eyed humanoid.",s_5701,"Action & Adventure, International Movies, Dramas",
s1369,Movie,Below Zero,Lluís Quílez,"Javier Gutiérrez, Karra Elejalde, Luis Callejo, Andrés Gertrúdix, Isak Ferriz, Édgar Vittorino, Miquel Gelabert, Florin Opritescu, Àlex Monner, Patrick Criado",2021,TV-MA,107 min,"Action & Adventure, International Movies",Spain,"When a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures.",s_5702,"Action & Adventure, International Movies",
s1189,Movie,Get the Goat,Vitor Brandt,"Matheus Nachtergaele, Edmilson Filho, Letícia Lima, Leandro Ramos, Evelyn Castro, Valéria Vitoriano, Victor Allen, Renan Medeiros, Eyrio Okura, Jéssica Tamochunas, Marcondes Falcão, Juliano Cazarré",2021,TV-14,98 min,"Action & Adventure, Comedies, International Movies",Brazil,"Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot.",s_5703,"Action & Adventure, Comedies, International Movies",
s1270,Movie,Geez & Ann,Rizki Balki,"Hanggini, Junior Roberts, Roy Sungkono, Shenina Cinnamon, Ashira Zamita, Amel Carla, Davina Karamoy, Naimma Aljufri, Andi Viola, Jasmine Elfira Burhan, Kezia Aletheia, Dewi Rezer, Ersa Mayori, Indra Brasco, Bobby Samuel, Ady Sky, Farhan Rasyid",2021,TV-PG,106 min,"Dramas, International Movies, Romantic Movies",Indonesia,"After falling for Geez, a heartthrob at school, Ann must confront family opposition, heartache and deception as their romance struggles.",s_5704,"Dramas, International Movies, Romantic Movies",
s1261,Movie,Crazy About Her,Dani de la Orden,"Álvaro Cervantes, Susana Abaitua, Luis Zahera, Clara Segura, Aixa Villagrán, Paula Malia, Nil Cardoner, Txell Aixendri, Alberto San Juan",2021,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",Spain,"After spending a wild night together, Adri discovers the only way to see Carla again is to become a patient at the psychiatric center where she resides.",s_5705,"Comedies, Romantic Movies, International Movies",
s1433,TV Show,The Idhun Chronicles,Maite Ruiz De Austri,"Michelle Jenner, Itzan Escamilla, Sergio Mur, Nico Romero, Carlos Cuevas",2021,TV-14,2 Seasons,"Anime Series, International TV Shows, Spanish-Language TV Shows",Spain,"A boy suddenly orphaned fights his parents' killer to save a planet, and discovers a new world of danger — and wonder.",s_5706,"International TV Shows, Spanish-Language TV Shows, Anime Series",
s1425,Movie,Charming,Ross Venokur,"Wilmer Valderrama, Demi Lovato, Sia, Nia Vardalos, Ashley Tisdale, Avril Lavigne, G.E.M., John Cleese, Chris Harrison, Dee Bradley Baker, Carlos Alazraqui",2021,TV-Y7,85 min,"Children & Family Movies, Comedies","Canada, United States, Cayman Islands","On the eve of his 21st birthday, an adored prince must find his one, true soulmate before a spell takes away all love from his kingdom.",s_5707,"Comedies, Children & Family Movies",
s1196,Movie,Operation Varsity Blues: The College Admissions Scandal,Chris Smith,Matthew Modine,2021,R,100 min,Documentaries,United States,Reenactments drive this documentary investigating the mastermind behind a scam to get the kids of rich and famous families into top US universities.,s_5708,Documentaries,
s1199,Movie,RebellComedy: Straight Outta the Zoo,Ladislaus Kiraly,"Khalid Bounouar, Alain Frei, Babak Ghassim, Benaissa Lamroubal, Salim Samatou, Hany Siam, Ususmango, DJ Wati",2021,TV-MA,74 min,Stand-Up Comedy,Germany,"The comics of RebellComedy take the stage and tackle mistaken identities, geriatric influencers, our flawed perceptions of animals and more.",s_5709,Stand-Up Comedy,
s1203,Movie,C/O Kaadhal,Hemambar Jasti,"Deepann, Vetri, Mumtaz Sorcar, Ayra, Karthik Rathnam, Sonia Giri, Nishesh, Shwetha",2021,TV-14,131 min,"Dramas, International Movies, Romantic Movies",India,"Cutting across conventions and expectations, four brave love stories blossom in this Tamil remake of the 2018 Telugu film ""Care of Kancharapalem.”",s_5710,"Dramas, International Movies, Romantic Movies",
s1413,Movie,Wish You,Sung Do-jun,"Kang In-soo, Lee Sang, Soo-bin",2021,TV-PG,102 min,"Dramas, International Movies, LGBTQ Movies",South Korea,"Singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other’s lives.",s_5711,"Dramas, International Movies, LGBTQ Movies",
s1213,Movie,Paper Lives,Can Ulkay,"Çağatay Ulusoy, Emir Ali Doğrul, Ersin Arıcı, Turgay Tanülkü, Selen Öztürk, Osman İskender Bayer, Tomris Çetinel, Volkan Çalışkan, Mehmet Bahattin Genç, Okşan Büyük",2021,TV-MA,97 min,"Dramas, International Movies",Turkey,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",s_5712,"Dramas, International Movies",
s1412,Movie,What Would Sophia Loren Do?,Ross Kauffman,"Nancy ""Vincenza Careri"" Kulik, Sophia Loren",2021,TV-14,32 min,Documentaries,United States,"In this delightful short documentary, an Italian American grandmother and film buff finds strength and joy in the life of her screen idol, Sophia Loren.",s_5713,Documentaries,
s1219,Movie,YES DAY,Miguel Arteta,"Jennifer Garner, Edgar Ramírez, Jenna Ortega, Julian Lerner, Everly Carganilla, Tracie Thoms, Fortune Feimster, Nat Faxon, Arturo Castro",2021,PG,90 min,"Children & Family Movies, Comedies",United States,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,s_5714,"Comedies, Children & Family Movies",
s1266,Movie,The Girl on the Train,Ribhu Dasgupta,"Parineeti Chopra, Aditi Rao Hydari, Kirti Kulhari, Avinash Tiwary, Tota Roy Chowdhury",2021,TV-MA,120 min,"International Movies, Thrillers",India,A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case.,s_5715,"International Movies, Thrillers",
s1221,Movie,Coven of Sisters,Pablo Agüero,"Alex Brendemühl, Amaia Aberasturi, Daniel Fanego, Garazi Urkola, Yune Nogueiras, Jone Laspiur, Irati Saez de Urabain, Lorea Ibarra",2021,TV-MA,92 min,"Dramas, Independent Movies, International Movies","Spain, Argentina","Basque Country, 1609. To postpone their execution, a group of women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath.",s_5716,"Dramas, International Movies, Independent Movies",
s1224,TV Show,Dealer,"Ange Basterga, Nicolas Lopez","Abdramane Diakité, Mohamed Boudouh, Sébastien Houbani, Idir Azougli, Julien Meurice, Abdillah Assoumani, Jean-Toussaint Bernard, Romain Vissol",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",France,Tensions erupt when two filmmakers infiltrate an area ruled by gangs to shoot a music video for a rapper in this gritty found-footage series.,s_5717,"TV Action & Adventure, Crime TV Shows, International TV Shows",
s1229,Movie,Bombay Rose,Gitanjali Rao,"Cyli Khare, Gargi Shitole, Amardeep Jha, Amit Deondi, Makrand Deshpande, Virendra Saxena, Shishir Sharma",2021,PG-13,97 min,"Dramas, Independent Movies, International Movies","India, United Kingdom, France, Qatar","Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested.",s_5718,"Dramas, International Movies, Independent Movies",
s1231,Movie,Aelay,Halitha Shameem,"P. Samuthirakani, Manikandan, Madhumathi Padmanathan, Akalyadevi B., S I Neelambari",2021,TV-14,151 min,"Comedies, Dramas, Independent Movies",India,"A son stoically returns to his village upon his father’s death, recalling their chilly dynamic before a bizarre event disrupts his visit.",s_5719,"Dramas, Comedies, Independent Movies",
s1233,Movie,Dogwashers,Carlos Moreno,"Christian Tappan, Anderson Ballesteros, John Álex Toro, Ulises González, Leonor López, Hector Mauricio Mejia, Johnnie Castillo, Isabella Licht Delgado, Marlon Pérez Cruz, Kevin Andrés Muñoz",2021,TV-MA,108 min,"Comedies, Dramas, International Movies",Colombia,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?",s_5720,"Dramas, Comedies, International Movies",
s1406,Movie,Outside the Wire,Mikael Håfström,"Anthony Mackie, Damson Idris, Emily Beecham, Michael Kelly, Pilou Asbæk",2021,R,116 min,Action & Adventure,"Hungary, United States","In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack.",s_5721,Action & Adventure,
s1237,Movie,Sentinelle,Julien Leclercq,"Olga Kurylenko, Marilyn Lima, Michel Nabokoff, Martin Swabey, Carole Weyers, Andrey Gorlenko, Antonia Malinova, Gabriel Almaer, Blaise Afonso, Guillaume Duhesme, Michel Biel",2021,TV-MA,81 min,"Action & Adventure, Dramas, International Movies",France,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",s_5722,"Action & Adventure, International Movies, Dramas",
